Adjusted_X,Adjusted_Y,Adjusted_Z,Slice_Index
20.686155319213867,-4.283927917480469,8.673074722290039,5
20.686803817749023,-4.3408546447753915,8.870402336120605,5
20.68703842163086,-4.241223335266113,8.547534704208374,5
20.688182830810547,-4.209918022155762,8.459116458892822,5
20.69350242614746,-4.31331205368042,8.881581068038939,5
20.701961517333984,-4.305856704711913,8.740919589996338,5
20.75222396850586,-4.260120391845703,8.603498697280884,5
20.80195617675781,-4.2996602058410645,8.886587619781494,5
20.801025390625,-4.25565767288208,8.592106103897095,5
20.80105972290039,-4.2253031730651855,8.504669666290281,5
20.802642822265625,-4.347196102142334,8.860759019851686,5
20.80343246459961,-4.285856246948241,8.680511236190796,5
20.80833625793457,-4.304872512817384,8.732762813568115,5
20.809112548828125,-4.3359103202819815,8.873908758163454,5
20.8114013671875,-4.2061028480529785,8.449926376342772,5
20.830907821655273,-4.339061737060547,8.835268020629883,5
20.865161895751953,-4.214797496795653,8.472712278366089,5
20.90133285522461,-4.242466926574707,8.551729202270508,5
20.916683197021484,-4.240906238555908,8.548259973526001,5
20.91756820678711,-4.3079004287719735,8.74169135093689,5
20.91949462890625,-4.345632076263429,8.865751981735231,5
20.919166564941406,-4.294915676116943,8.705539703369139,5
20.92406463623047,-4.327620029449463,8.877924680709837,5
20.9531307220459,-4.261677265167236,8.615041255950928,5
20.962003707885746,-4.203728675842285,8.446489810943604,5
20.974403381347656,-4.244709014892578,8.568078279495241,5
20.98446083068848,-4.2124061584472665,8.464025020599365,5
20.995710372924805,-4.321923732757568,8.793193578720093,5
21.001609802246094,-4.3168625831603995,8.780474185943604,5
21.030710220336914,-4.219815254211427,8.487809658050537,5
21.0321044921875,-4.329509735107422,8.881464719772337,5
21.03166961669922,-4.2729902267456055,8.652397871017456,5
21.032855987548828,-4.3306922912597665,8.819452047348024,5
21.032495498657227,-4.236143112182616,8.54542064666748,5
21.03420639038086,-4.306303977966309,8.749594926834106,5
21.042951583862305,-4.248023986816406,8.570810317993164,5
21.063861846923828,-4.3462395668029785,8.863822698593141,5
21.068925857543945,-4.3100552558898935,8.761206865310669,5
21.078222274780273,-4.245932102203368,8.572628498077393,5
